Instructions,FullBranches,PartialBranches,NumBranches,UserTime,NumStates,MallocUsage,NumQueries,NumQueryConstructs,WallTime,CoveredInstructions,UncoveredInstructions,QueryTime,SolverTime,CexCacheTime
12521688,163,422,1405,111982632.0,6316,144083624,6038,365176,115164578.0,8009,12039,92414691,101653024,99965836
12893513,163,422,1405,112997562.0,6478,143202072,6060,366284,116304817.0,8009,12039,92950099,102276703,100541498
12894119,163,422,1405,115636790.0,6478,146775560,6179,382179,119213122.0,8009,12039,95492179,105180708,103427333
12894321,163,422,1405,117401480.0,6478,143587736,6284,383906,121030685.0,8009,12039,97193960,106989621,105223051
13086478,163,422,1405,119238311.0,6608,148456112,6368,386601,122938792.0,8009,12039,98675762,108602477,106803387
13443895,163,422,1405,122223539.0,6764,148146984,6476,388235,126129163.0,8009,12039,101253962,111365908,109504587
13777436,163,422,1405,123148374.0,6890,153184416,6492,390926,127129141.0,8009,12039,101663595,111898621,110008532
14172341,163,422,1405,124040037.0,7070,152590664,6510,391412,128129216.0,8009,12039,102021368,112320431,110389296
14885193,163,422,1405,124971930.0,7434,157687904,6517,391524,129148338.0,8009,12039,102176366,112581093,110569004
15188828,163,422,1405,125704383.0,7655,160216944,6532,391825,130148342.0,8009,12039,102602154,113174618,111030760
15709718,163,422,1405,126334734.0,8018,165610280,6534,391864,131148343.0,8009,12039,102665550,113354447,111110289
15825999,163,422,1405,127982381.0,8093,166725040,6642,393212,133363835.0,8009,12039,104561949,115373086,113101766
16047451,163,422,1405,130075120.0,8196,171367680,6747,398877,135655142.0,8009,12039,106426051,117422204,115120877
16464633,163,422,1405,130628487.0,8367,173818008,6755,400529,136656017.0,8009,12039,106652102,117752499,115380305
16875236,169,416,1405,131146676.0,8518,176080384,6760,400604,137671187.0,8009,12039,106818629,117986507,115556703
17174113,169,416,1405,131823057.0,8634,178034840,6780,401028,138680388.0,8009,12039,107259241,118490746,116020014
17259479,169,416,1405,133250508.0,8644,178406104,6872,403905,140894922.0,8009,12039,109207438,120588835,118091859
17687035,169,416,1405,133966484.0,8853,181897464,6886,406452,141895198.0,8009,12039,109544563,121072566,118530002
18262411,169,416,1405,134579390.0,9137,185456520,6890,406819,142930670.0,8009,12039,109647774,121277968,118650406
18797788,169,416,1405,135217977.0,9501,190237864,6899,407381,143932451.0,8009,12039,109820817,121578718,118839906
19062111,169,416,1405,136937775.0,9612,191971160,6988,409790,146730970.0,8009,12039,111949737,123971385,121128591
19062316,169,416,1405,138267596.0,9613,192009192,7076,411870,149090691.0,8009,12039,114164091,126327691,123471559
19062521,169,416,1405,139651328.0,9614,192096376,7164,413950,151373177.0,8009,12039,116322157,128607937,125741617
19453989,169,416,1405,141551997.0,9776,192010560,7259,415280,154632933.0,8009,12039,118671578,131204631,128209788
19745575,169,416,1405,142136126.0,9900,196792096,7271,416377,155633055.0,8009,12039,118983333,131607948,128556068
20212914,169,416,1405,142858196.0,10059,199304512,7275,417272,156679076.0,8009,12039,119155159,131909942,128779156
20687633,169,416,1405,143629932.0,10294,199291832,7278,417757,157679080.0,8009,12039,119336614,132163152,128992137
21077308,169,416,1405,144521611.0,10458,201149728,7292,419030,158679085.0,8009,12039,119756597,132714103,129456442
21407946,169,416,1405,147023022.0,10608,206422392,7391,421791,162165275.0,8009,12039,122177787,135413477,132074477
21930033,169,416,1405,147792290.0,10904,210558192,7394,423408,163170743.0,8009,12039,122247725,135604489,132174466
22360842,169,416,1405,148459394.0,11141,213938376,7394,423408,164178114.0,8009,12039,122247725,135766978,132185765
22998749,169,416,1405,149289570.0,11591,219421304,7397,423463,165178116.0,8009,12039,122316541,136006369,132273255
23582536,169,416,1405,150079767.0,11910,223733088,7399,423725,166178210.0,8009,12039,122395325,136183340,132368012
24142842,169,416,1405,150995001.0,12159,227483872,7402,425053,167178114.0,8009,12039,122551495,136452676,132564096
24285286,169,416,1405,152934971.0,12167,224954056,7496,426369,169359976.0,8009,12039,124448182,138457824,134557110
24325823,169,416,1405,154807364.0,12181,227778560,7593,431926,171250461.0,8009,12039,126125677,140301427,136387811
24766596,169,416,1405,155757800.0,12371,230417360,7624,433116,172264641.0,8009,12039,126649849,140897947,136942427
25477397,169,416,1405,156587883.0,12955,235411128,7626,433173,173266888.0,8009,12039,126679577,141078652,136988831
26198553,169,416,1405,157510663.0,13307,243312296,7643,433562,174267132.0,8009,12039,126925541,141436063,137253785
26967389,169,416,1405,158378827.0,13696,246402944,7646,433673,175267227.0,8009,12039,126959248,141616976,137300086
27410744,169,416,1405,159132386.0,13909,252458968,7650,433775,176267246.0,8009,12039,127084407,141844049,137443695
27675091,169,416,1405,161215116.0,14023,254246952,7736,439565,178540709.0,8009,12039,128725854,143678749,139240080
28329425,175,410,1405,162079412.0,14536,261055864,7737,439618,179575854.0,8009,12039,128752442,143849973,139288446
28875243,177,408,1405,162821095.0,14907,265648624,7741,439876,180582895.0,8021,12027,128856410,144056932,139417009
29341788,177,408,1405,163445602.0,15279,267229832,7757,441065,181622430.0,8021,12027,129171284,144503152,139776037
30026799,178,407,1405,164039237.0,15616,275199008,7761,441220,182628431.0,8021,12027,129223162,144682356,139850802
30628909,178,407,1405,164617421.0,16033,280607544,7765,441578,183628435.0,8021,12027,129339811,144905712,139990020
31099749,178,407,1405,165223445.0,16273,280751168,7770,441690,184628462.0,8021,12027,129481455,145137673,140151133
31554933,178,407,1405,166120775.0,16490,286990200,7778,442050,185628472.0,8021,12027,129713122,145513363,140408943
32212383,178,407,1405,167000171.0,16914,292801872,7779,442487,186673393.0,8021,12027,129785669,145713240,140504753
